Course,University,Department,Entry Requirements,URL
['Data Science MSc/PGDip/PGCert'],['Newcastle University'],['School of Computing'],"['A 2:1 BSc honours degree, or international equivalent, in: ', ' ', '- computer science ', '- mathematics ', '- statistics ', '- an engineering discipline with programming experience ', ' ', 'We have a strong track record of admitting applicants from a non-standard background and individuals with strong relevant work experience are encouraged to apply and will be considered on an individual basis.']",https://www.findamasters.com/common/clickCount.aspx?theid=53020&type=211&did=3189&url=https%3a%2f%2fwww.ncl.ac.uk%2fpostgraduate%2fdegrees%2f5395f%2f%3futm_campaign%3dpostgrad%26utm_source%3dfindamasters%26utm_medium%3dlisting%26utm_content%3dData_Science
['Data Science (MSc)'],['University of Bath'],['Department of Computer Science'],"['You should have a first or strong second-class Bachelor’s honours degree or international equivalent. ', ' ', ""To apply for this course your undergraduate degree can be in computer science with a strong mathematical focus, mathematics or any joint mathematics subject. Statistics, physics, astrophysics, engineering or other science degrees with sufficient baseline maths are also suitable. We'll also consider other subjects with sufficient maths content. Programming experience is an advantage. "", ' ', 'We may make an offer based on a lower grade if you can provide evidence of your suitability for the degree.']",https://www.findamasters.com/common/clickCount.aspx?theid=46867&type=211&did=1701&url=https%3a%2f%2fwww.bath.ac.uk%2fcourses%2fpostgraduate-2024%2ftaught-postgraduate-courses%2fmsc-data-science%2f
['MSc - Data Science and Business Analytics'],['University of Plymouth'],['Faculty of Science and Engineering'],"['A 2:2 honours degree, or equivalent, in any discipline. ', ' ', 'We welcome applicants with international qualifications. To view other accepted qualifications please refer to our tariff glossary. ', 'If English is not your mother tongue 6.5 IELTS with a minimum of 5.5 in any element in a secure English language test. ', ' ', 'The University of Plymouth offers pre-sessional English language courses if you do not have this. ', ' ', 'Prior knowledge of data analysis or statistics and/or work experience are not necessary. ', ' ', 'Visit website for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=41639&type=211&did=764&url=https%3a%2f%2fwww.plymouth.ac.uk%2fcourses%2fpostgraduate%2fmsc-data-science-and-business-analytics%2520%3futm_campaign%3dnn-pgt-apply-and-open-evening-phase-1-and-2%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-data-science-and-business-analytics
['Geographic Data Science (MSc/PGDip/PGCert/PGCert Intensive)'],"['Birkbeck, University of London']",['School of Social Sciences'],"['At least a second-class honours degree (2:2) or equivalent in geography, computer science or a cognate discipline. In some instances we will consider professional experience in place of a degree. ', ' ', 'Some experience of geographic information systems is desirable, but is not a requirement. ', ' ', 'Applications are reviewed on their individual merits and your professional qualifications and/or relevant work experience will be taken into consideration positively. We actively support and encourage applications from mature learners.']",https://www.findamasters.com/common/clickCount.aspx?theid=8063&type=211&did=9017&url=https%3a%2f%2fwww.bbk.ac.uk%2fcourses%2fpostgraduate%2fgeographic-data-science
['Finance and Data Analytics MSc'],['University of Stirling'],"['Business, Management and Law']",['A minimum of a second class honours degree or equivalent. Applicants without these formal qualifications but with significant appropriate/relevant work/life experience are encouraged to apply.'],https://www.findamasters.com/common/clickCount.aspx?theid=58456&type=211&did=8075&url=https%3a%2f%2fwww.stir.ac.uk%2fcourses%2fpg-taught%2ffinance-data-analytics%2f
['MSc Psychological Research Methods with Data Science'],['University of Sheffield'],['Department of Psychology'],"['Minimum 2:1 undergraduate honours degree in psychology or a related subject. ', ' ', 'Applicants will need evidence of undergraduate training in statistics for psychology.']",https://www.findamasters.com/common/clickCount.aspx?theid=56358&type=211&did=621&url=https%3a%2f%2fwww.sheffield.ac.uk%2fpostgraduate%2ftaught%2fcourses%2f2024%2fpsychological-research-methods-data-science-msc
['Statistical Data Science Masters - MSc'],['University of Birmingham'],['School of Mathematics'],"['A 2:1 Honours degree in Mathematics and/or Statistics or a programme with advanced mathematical and/or statistical components. ', ' ', 'This programme is aimed at students who have previously completed an undergraduate degree with significant mathematical or statistical content and who wish to pursue postgraduate studies to a master level.']",https://www.findamasters.com/common/clickCount.aspx?theid=73269&type=211&did=4308&url=https%3a%2f%2fwww.birmingham.ac.uk%2fpostgraduate%2fcourses%2ftaught%2fmaths%2fstatistical-data-science
['MSc Data Driven Design'],['Loughborough University'],['Design'],"['A 2:2 honours degree (or equivalent international qualification). ', 'Applicants must meet the minimum English language requirements. Further details are available on our website.']",https://www.findamasters.com/common/clickCount.aspx?theid=68577&type=211&did=2297&url=https%3a%2f%2fwww.lboro.ac.uk%2fstudy%2fpostgraduate%2fmasters-degrees%2fa-z%2fdata-driven-design-msc%2f%3futm_source%3dfind-a-masters%26utm_medium%3dtext-link%26utm_campaign%3dlboro-pg-sepstarts-2022-23%26utm_content%3dcourse
['MSc Data Science (Environmental Analytics)'],['The University of Manchester'],['School of Social Sciences'],"['High 2:1 honours degree (or overseas equivalent) ', ' ', 'See website for further details.']",https://www.findamasters.com/common/clickCount.aspx?theid=63995&type=211&did=4476&url=https%3a%2f%2fwww.manchester.ac.uk%2fstudy%2fmasters%2fcourses%2flist%2f18096%2fmsc-data-science-environmental-analytics%2f
['Big Data Analytics (MSc)'],['University of Derby'],['College of Science and Engineering'],"['You’ll normally need an undergraduate degree (2:2 or above) or equivalent in a science, technology, engineering or mathematics subject, or a closely related discipline with significant mathematical content. ', ' ', 'If English is not your first language, you will also need an IELTS score of 6.0 or the equivalent.']",https://www.findamasters.com/common/clickCount.aspx?theid=71257&type=211&did=7133&url=https%3a%2f%2fwww.derby.ac.uk%2fpostgraduate%2fcomputing-courses%2fbig-data-analytics-msc%2f
['Economics with Data Science - MSc'],['University of Bristol'],['Faculty of Social Sciences and Law'],"['An upper second-class undergraduate honours degree or international equivalent in Maths, Engineering, Data Science, Computer Science or Physics. ', ' ', 'OR ', ' ', 'An upper second-class honours degree or international equivalent in an Economics or quantitative discipline or a related field. This must include a 2:1 in at least 3 quantitative units from the maths qualification requirements list below. ', ' ', 'For more information visit the institution website.']",https://www.findamasters.com/common/clickCount.aspx?theid=70227&type=211&did=6199&url=https%3a%2f%2fwww.bristol.ac.uk%2fstudy%2fpostgraduate%2fssl%2fmsc-economics-with-data-science%2f%3futm_source%3dfindamasters.com%26utm_medium%3dreferral%26utm_campaign%3dlistings
['Internet of Things with Data Science - MSc/PgDip'],['University of Salford'],"['School of Science, Engineering and the Environment']","['The minimum requirement is a second class division honours degree or equivalent in any discipline, with previous demonstrable mathematical aptitude e.g. (A-level or BTEC Mathematics). ', ' ', 'We welcome applications from students who may not have formal/traditional entry criteria but who have relevant experience or the ability to pursue the course successfully. For more information or enquires about this scheme, please contact our enquiries team. ', ' ', 'Visit the university website for further information on the entry requirements.']",https://www.findamasters.com/common/clickCount.aspx?theid=69428&type=211&did=44&url=https%3a%2f%2fwww.salford.ac.uk%2fcourses%2fpostgraduate%2finternet-things-data-science%3futm_source%3dFindAMasters%26utm_campaign%3dExternalSites%26utm_medium%3dCourseListing%26utm_content%3dtextLink
['Health Data Science MSc'],['Lancaster University'],['Lancaster Medical School'],"['2:1 Hons degree (UK or equivalent) in a relevant discipline including: Statistics, Epidemiology, Computer Science, Economics, Biomedical Sciences, Physical Sciences, or similar. ', ' ', 'We may also consider non-standard applicants based upon experience and merit, please contact the Programme Director for information. ', ' ', 'If you have studied outside of the UK, we would advise you to check our list of international qualifications before submitting your application.']",https://www.findamasters.com/common/clickCount.aspx?theid=65318&type=211&did=6518&url=https%3a%2f%2fwww.lancaster.ac.uk%2fstudy%2fpostgraduate%2fpostgraduate-courses%2fhealth-data-science-msc%2f2024%2f
['MSc Finance and Data Analytics'],['University of Essex'],['Essex Business School'],"['A 2:2 degree, or international equivalent, in a numerate discipline such as: Economics, Finance, Mathematics, Statistics, Science or Engineering. ', ' ', 'Or a 2:2 degree, or international equivalent, in any other discipline, which includes at least two modules from the fields of either Quantitative Methods, or Economics, or Finance and/or Investment, or Banking. ', ' ', 'We accept a wide range of qualifications from applicants studying in the EU and other countries. Get in touch with any questions you may have about the qualifications we accept.']",https://www.findamasters.com/common/clickCount.aspx?theid=45829&type=211&did=72&url=https%3a%2f%2fwww.essex.ac.uk%2fcourses%2fpg01014%2f1%2fmsc-finance-and-data-analytics%3futm_campaign%3dnn-pg-advertising-campaign-2176%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-finance-and-data-analytics
